id	text	HS	OF	HT
1116682828450865157	Expulsado no, sancionado. \n(((47))) de 2010 a 2014, de entonces ni una. \nQue desde ese año este criminal esté en el Barcelona es una jodida casualidad, verdad puto lazi de mierda?? pic.twitter.com/YfxaQe4mes	1	0	homophobia
1116695417536884737	Él no es un maricon, porque un homosexual jamás haría eso, existe el respeto y la diplomacia.	0	0	N/A
1116706976514359299	Jajajaja puto llorón, aguanta que esto apenas empieza maldito acosador retirado , a ver si tus amiguitas aliades te defienden un poquito cuando menos 	1	0	homophobia
1116721467872489480	marica, no le dijiste eso? la chimba hacelo sentir mal por guevon	1	A	homophobia
1116733139626414080	Me tocó una obra en una escuela donde el vicedirector es un trolo ortiva. https://twitter.com/Orianajuncotop/status/788846770356756481 …	1	1	homophobia
1116743186255360000	marica me pasa	1	1	homophobia
1116746725543297024	Yo mo vote las anteriores  pero   le garantizo que aún traidor a mi país no le voto y menos quien se apoya  en  los  votos      de una banda de asesinos etarras   de golpistas y banda criminal independentista  y de la extrema izquierda   comunista   podemos e IU  y los mayores	1	0	political
1116747607991377920	Estas vainas a mí me dan cule frustración y empute. Por qué verga le echan tres grapas a un papel marica? Qué necesidad? Ahora me toca sacar dos grapas de más.\n#Malparidospic.twitter.com/IBHpUKMcDU	1	1	homophobia
1116754997042139137	Uno ahí que ya pienso que es marica JAJAJAJAJA	1	0	homophobia
1116767661764096006	No crean tan marica a la gente por favor https://twitter.com/UMVbogota/status/1116732548166631429 …	1	0	N/A
1116780256927600641	Esa mujer admira al genocida del Caribe, que gracias a Dios ya se fue al infierno, pero aún queda el hermano. Esta carta la envió el maldito Castro al gorila Chávez, allí muestra su verdadera personalidad, pero esta Sra. LO ADMIRA!!! https://www.youtube.com/watch?v=fKUpeL1x9pM&t=67s …	0	0	N/A
1116781728394248193	Estos son los aires de libertad que pregona el inutil servil imbecil hijo de puta del tontin ojalá me lleven preso	1	1	other
1116785982131535872	Puedes usar el meme que tú quieras, la disque frase que más te encante y te fascine, te puedes hasta poner trolo y meterle tus dos o tres palabras en inglés al tweet pero si no te gusta game of thrones vales verga tu, no la serie eh	1	0	N/A
1116797313119334400	Creo que la diferencia es que Laje esta abierto al debate pero nadie obviamente se anima ya que sabe que perdería en cambio los zurdos la mayoría no están abiertos a debate ademas de que si lo hacen luego pierden y te acusan de facho etc. https://twitter.com/libertlady/status/1116499050143072256 …	1	0	political
1116799135640895489	"escuchar a Feinmann me descompuso\n\no sea, se olvidó rapidísimo que estaba (mal)criticando a CONICET y pasó a centrarse en que la bio de tuiter dice ""marica-putx""\n\nporque la hilacha facha se les ve enseguida"	0	0	N/A
1116800741249822720	Esa cabeza te la metes en el ciclo maricon	1	0	homophobia
1116803599747682304	De una amigo. Eso sí que no seas trolo man	0	1	N/A
1116805972188704768	"Dictadura. En Colombia con eufemismos como: \n""Seguridad Democrática""\n""Mano firme, corazón grande""\n""Le voy a dar en la cara, marica""\n#MasacresConCriterioSocial"	1	0	political
1116814515310604288	Jajajajajaja ya y... si ya sabemos que este weon es maricon y le gustan los travestis ahora	1	1	homophobia
1116815308336062465	¡Chingas a tu madre tu y el maricon de Jorge Ramos	1	0	homophobia
1116817734531203073	Aaaaaaaaaaaaaaa pero sos el más mentiroso e hijo de puta @MatiasLammens como te voy a puerta el domingo,cínico de mierda, con la vuelta NOOO!!! pic.twitter.com/ufcG61crlg	0	1	N/A
1116823609144762368	@EPN asesino ., basura ladron haha está bien que vivas en España donde solapan la basura como tu y tu jefe salinas que tristeza que el la historia estarás marcado como una basura más del prian ., hoops haber si no me mandas a matar ., asesino	1	0	racism
1116826869796626432	No te olvides de Heller hdp viejo chorro	0	0	N/A
1116833456456126464	Y con unas fraaaases....maaamita!!!   dignas de un facho.....y dsps se alucinan con Macri. Dan pena	0	0	N/A
1116834115066761221	Avanza puto metrobus de mierda! 	0	1	N/A
1116835903547293702	El mismo se la busco, por hacerse el marica.	1	0	N/A
1116838468930424833	Me miraria mal si me agaro a putasos  a un maricon ?	1	1	N/A
1116842371369578497	A mi se me hace que eres marica.	1	0	homophobia
1116846600821854208	Necesito que lorde y Alexandra se crucen en algún momento y se tomen una foto xfavor mi único sueño de trolo indie	0	0	N/A
1116846924064227328	Aaa es que como anda toda esta onda feminazi, el lloriqueo, el patetismo, el cuoteo , etc. uno asume que si una mujer brilla, es por ser mujer, no por un logro.	1	0	misoginy
1116849973222678528	quiero abrazar a jimin y darle besitos en los cachetes no me puede hacer tan trolo ese pibe.	0	0	N/A
1116853477848899589	Que linda mi autoestima, se rompió mi autoestima	0	0	N/A
1116853480185110528	Medicina es como cualquier otra carrera y no es más que otra (además ingeniería es por la mierda más difícil que medicina así que close the orto)https://twitter.com/lourdesv08/status/1116382726838521856 …	0	A	N/A
1116853480721932290	Qué mierda, y se agudiza con el aguacero y el frío que está haciendo acá, quiero abrazos y piojito 	0	A	N/A
1116853480784912384	Oh no, igual su voz es una mierda jajajajajajaja	0	A	N/A
1116853482164822016	Ridículo, parece niño berrinchudo, ni sombra de su padre.!!	0	A	N/A
1116853482919800832	Por andar de habladora hoy me tuve que comer una psh galleta emperador de limón por compromiso	0	0	N/A
1116853483058057216	Unfortunate...	0	0	N/A
1116853483888685056	Desde mi casa se escucha previa sqt	0	A	N/A
1116853485511806978	Es una planificación........\nUffff.	0	0	N/A
1116853489789960192	El surrealismo alrededor de Venezuela no parece tener fin. ¿Es en serio lo de Mou Carvajal? Marico, esto es una maldición que nos echó García Márquez.	0	0	N/A
1116853491077611520	Estás preciosa y me encantas, un montón.	0	0	N/A
1116853496228339712	Cuando sientes pasion o el proposito de Dios en tu vida es imposible dejarlo ir\n\nY dije: No me acordaré más de él, ni hablaré más en su nombre; no obstante, había en mi corazón como un fuego ardiente metido en mis huesos; traté de sufrirlo, y no pude.\nJeremías 20:9	0	0	N/A
1116853499998949376	Ls exepcion por ahora eres vos	0	0	N/A
1116853502318403584	Puede ser que la Humanidad aún tenga futuro... #MilenioLive @geoestratego @EnriquedeVicent	0	0	N/A
1116853503014703104	Que me perdone el viernes pero yo me voy acostar a dormir	0	0	N/A
1117096659966672898	Sabras tu lo que busca cada feminista, ignorante	0	0	N/A
1117145186092691463	Julieta trola de mierda	1	1	misoginy
1117422645388226560	Chabonnn me hice la famosa torta en taza y mamadera que esta ricaa	0	0	N/A
1117505189118918656	Es un capo memo, lástima que no sube nunca y es un zurdo de mierda.	1	A	N/A
1117565856488284160	Que me venis a hablar vos cabeza de chizito aplastado, deforme de mierda\nEncima te haces la chora con la foto de un chino del super jaja re imbécil	1	0	racism
1117631370526908417	Que maldito hipócrita sos Falla, llegará el día en el que realmente sufrirás las consecuencias de solo ser la perra fiel.\nNo te importa el pais, ladras hacia quienes tus amos odian, vergüenza de ser humano y no digamos de “profesional”. \n¡¡Esbirro!!	1	1	misoginy
1117772046312849408	Fdj la gente se ve bien pendeja escribiendo “los que no vemos GOT”, si nunca has visto un puto capítulo , no tienes el derecho ni escribir “ GOT” maldito puto.	0	0	N/A
1117910394108989441	"Discriminas a toda una etnia. Y no tienes puto derecho a llamar ""moro"" a nadie, sinvergüenza."	0	0	N/A
1117958209455652865	que tipo pelotudo este zurdo de mierda. https://twitter.com/juan_amorin/status/1117836521153990656 …	1	0	political
1118351477205024773	jajajajajajajaja maldito puto que sos	1	0	homophobia
1118356776573915136	Cualquiera es zurdo o puto con la guita o el culo ajeno respectivamente.\nMe parece perfecto q reconstruyan Notre Dame.	1	1	homophobia
1118376184063119365	Hoy por primera vez en mi vida le hable a una extraña en el bus, mk casi me cago del miedo, pero me senti la persona mas valiente del puto mundo, su belleza era tal que valio cada maldito sengundo, solo consegui una buena charla, pero enserio ha sido lo mejor que hecho en la vida	0	0	N/A
1118514294780461057	....cabe destacar que el presidente de la Cruz Roja de Venezuela es una rata chavista, es decir, otro maldito ladrón! https://twitter.com/alexagomez2000/status/1118284572624674817 …	1	0	political
1118696042181087234	Cuyo padre es un IMÁN de una mezquita en sevilla...venga Yaa arr carajooo... Puto moro mierda.  Puto moro expulsado..vete tu puto país a tú puta zona a rezar con tu putos muertos	1	0	racism
1118869989472309249	Eres un puto miserable, asqueroso !!!	1	A	N/A
1119055406020435968	Pinshi @PedroFerriz tu deberías tener sucia la cara, pero por maldito enfiel, puto viejito ya ni uno de lengua te podras echar pero bien que andas de pendejo, nomas te han de sacar tu dinero	1	0	other
1119060873287491584	Maaan que maldito puto ascaaa tendre pesadillas durante semanas!  https://twitter.com/SoyacitySV/status/1118935502512644097 …	1	1	homophobia
1119225949940342784	La realidad así como decís vos, se mide en números y estadísticas, no según lo que le pasó a las 50 personas que vos conozcas. Si seguís viviendo de espaldas a los números, vas a ser zurdo ignorante toda la vida. Todavía estás a tiempo.	0	0	N/A
1119243709101543426	Me levanté a las 6am, fui a buscar a mi hermana a Ezeiza, llegué a mi casa y, atención, ME PUSE A LAVAR EL AUTO. ¿En qué momento me convertí en Ernesto el tachero? Aprovecho para decir que todas las mina son puta y que a todos los negro habría que matarlos. Y que UBER puto (?)	1	0	misoginy
1119276262030290946	Por decirlo no, por votar a VOX. Recuerda que lo que yo digo es que quien vota a un partido que recorta libertades civiles es ignorante por no ser consciente, o fascista por apoyarlo. Así que fascista lo eres si votas a un partido fascista, que entre otras cosas, apoya a Franco.	0	0	N/A
1119289334350458881	Jajajaa callate, chino	1	1	racism
1119354340098097152	La vida es una torta de mierda y cada día te comes una porción	0	1	N/A
1119370555201814528	"Como diría mi madre: ""crisis en chino significa oportunidad"". Así que voy a transformar este fin de semana de mierda en una gran maratón de Bridget Jones con mucho te y comida."	0	0	N/A
1119412644144996352	Todo iba bien escuchando My Chemical hasta que el puto YouTube me ha recomendado esto. Es mi maldito punto débil. https://www.youtube.com/watch?v=bGlnn5JNoVA …	0	0	N/A
1119453292453662723	mi vida en la primaria era re emocionante yo estoy acostumbrado a lo rocho y soy tremendo blanquito puto	0	0	N/A
1119611602431557633	Da pena que una persona pueda llegar a ser tan imbécil por buscar notoriedad, porque de humor no tiene nada, ni negro, ni blanco, ni amarillo ni de ningún puto color. Es jodidamente imbécil	0	0	N/A
1119744363666526208	Para que puta habla de Cerro este asqueroso, le traicionó al país y tiene cara para hablar de gente que promete cosas. Puto de mierda carajo https://twitter.com/Futgol970py/status/1119740565934039040 …	1	1	political
1119763240634814464	Bien por la roja. \nMal, horrible, asqueroso como no pueden seguir el reglamento del puto VAR en México 	0	1	N/A
1119820589181624320	Igual es un chino de mierda. Saludos pic.twitter.com/yDCwx61NKu	1	A	political
1119824873088593920	Viejo mierda, que puto asco que hayas ido a la UCA a impartirnos una charla de tu libro mierda y peor aún que la profesora nos haya mandado obligado a leer tu mierdada de libro, ojalá te culee un negro muy pronto, cerote, saludos:*	1	1	other
1119827729921261568	El chino me ilusionó nomas el hdp	0	0	N/A
1120012010249433089	Seria un maldito chavista menos.	1	0	political
1120017424638672897	No me molestaría tener un hijo negro, puto, chorro,rengo...  lo que no resistiría es que sea Kirchnerista.	1	1	N/A
1120087023166078976	Mirio (Jdjdj\n\n1- cuando sonríe\n2- cuando está feliz con Eri\n3- cuando él y Deku son los best bros\n4- cuando existe\n5- cualquier maldito momento porque es un puto héroe	0	0	N/A
1120146561630199808	•Arya culipronta\n• #TeamJaime #JaimeLannister\n• Jon amigo,date cuenta\n• Sansa NO TE DEJES MANA.\n• ConTyrion no te metas lisa.\n• Lyanna tiene mas huevos que todos!No me la maten #LyannaMormont \n• llegaron lo mane\n• El maldito lisiado y el humor negro\nYo mientras veia GOT	0	1	N/A
1120146977709264897	Estoy en puto, puto y maldito perro ahogó por todo lo de #GamesOfThrones no puedo ni quiero nada!!!!	0	1	N/A
1120313210383622144	Cuidado no seas una persona horrible por reírte de una cosa grotesca que sale en un puto dibujo animado cuyo propósito es el absurdo negro	0	1	N/A
1120452008497090562	Albert puto Rivera nada más sabe decir pactar con casado como sabe que es un mierda que él no gana ni aunque no se presente Nadie es patetico y asqueroso	1	1	homophobia
1120505188836679684	"Cuando era la típica amiga de los vatos porque ""no me entendía con las mujeres"" no me gustaba que me saludaran de beso, ni que por ejemplo, entre todos se llevaran de ""perro"", ""pendejo"", ""puto""... Y a mí me dijeran ""woe, perdón casi te digo perra, es que casi eres un cabrón, woe"""	0	0	N/A
1120616825232998400	Tú eres un puto fascista de mierda como va decirle canalla a alguien, desgraciado	1	1	political
1120682634747752449	Mi Homer no es comunista. Puede ser un mentiroso, un cerdo, un idiota, un comunista... pero de actor porno no tiene nada! https://twitter.com/vox_es/status/1120434674361352193 …	0	0	N/A
1120828985506582529	callate esclavo	1	0	racism
1120905375837036544	K, puto ascoooooo maldito alcohol 	0	0	N/A
1121015964064198656	"Lo dijo Discépolo, ""resulta que es lo mismo ser derecho que traidor,\nignorante, sabio, chorro, pretencioso, estafador,\ntodo es igual, nada es mejor, lo mismo un burro que un gran profesor"""	0	0	N/A
1121171447102283779	Vete a la cama puto chino que vas delirando ya	1	0	racism
1121223198698287109	El unico que puede solucionar este chorro asqueroso es el TAS, aunque no lo creas si BoCa hace toda la fuerza que se necesita	0	0	N/A
1121251187003543552	Pablo Iglesias pretende ser un paladín anticorrupción en #España pero ha sido asesor del régimen #chavista, conocido como el más corrupto en la historia de la humanidad por sus estadísticas dantescas.\n\nQuien confíe en este individuo tiene serios problemas.\npic.twitter.com/lBRVcpHLFe	0	0	N/A
1121252852347867136	cual fue trola de mierda?!!!!!contestA puta 	1	1	misoginy
1121335144084901888	Claro, como Ezra Pound, ese idiota q no había leído. O Carl Schmitt, otro tonto. O Ledesma Ramos, Onésimo Redondo y Víctor de la Serna, aquí en España. No se es fascista por tener poca cultura: se es fascista porq se quiere un tipo concreto de orden social\nhttps://twitter.com/ctxt_es/status/1121068312480374785 …	0	1	N/A
1121416383156371456	q dices puto champion asqueroso	1	0	homophobia
1121419709172334592	Como vea un puto video mas de un indio haciendo el gilipollas no se ni lo que hago	1	1	racism
1121430871414857728	Como pueden matar a thor macho... menudos hijos de puta	0	0	N/A
1121510773845524482	"El respeto es para dormidos, por eso no me ofenden ni ofendo al decir palabras como joto, negro, enano, bastardo no cualquier ""mala palabra"" , porque en ningún momento mi intención es de superioridad. Yo por ejemplo, soy un puto maricon enano que le gusta llamar la atención. "	1	1	racism
1121547378304192512	Tan jodidos estamos que los milenios no tienen el puto interes de aprender aunque sea a cambiar un pinche empaque de un chorro.	0	0	N/A
1121555057445691394	Cerrar el orto, negra de mierda! Criaste un chorro, hacete cargo!	1	1	racism
1121568470225825792	Hay momentos en que la universidad te absorbe y te coloca a trabajar como un puto esclavo.	1	1	N/A
1121633131008651265	@chapintv_ @CombateGuate la producción como permite tanta agresion de Yeni hacia Andrea cuando le estrelló la torta en la cara de Andrea. Las disculpas fueron otra agresion más. Que se puede esperar de un burro mas q una patada.BRUTA y NEFASTA!	0	1	N/A
1121799569447063553	Después de quejan cuando uno dice que hay que matar a estos hijos de puta...https://twitter.com/infobae/status/1121599964264767488 …	1	0	racism
1121856874712842241	Para el fascista y el comunista el partido es absoluto, la economia debe ser controlada por el gobierno y los derechos individuales son irrelevantes frente al colectivo. Gobiernos tiranos, corruptos y genocidas	1	0	N/A
1121882658441695232	Acabo de presenciar un robo a una señora y al chorro lo tuve al lado un rato, que gente de mierda	1	1	other
1121954979734966273	Weones ladrones .ya no ayan como robarle al chileno pais puto de mierda maldito pinocho que invento las afp viejo de mierda ojala que se este revolcando en el infierno .. https://twitter.com/T13/status/1121814619557752833 …	0	1	N/A
1121966353202733056	Tenes razón  comi la torta de mierda que hicieron c zoe en la hornalla, y tus pochoclos quemados	0	1	N/A
1122133667151798274	Eres un mentiroso o un ignorante , la ppr está desde el 26 de marzo del 2015 , años antes de los crimenes de Diana y Laura. La cadena perpetua no salva vidas , la inversion en una educacion publica feminista y de calidad si .	0	0	N/A
1122252165307826177	En realidad el imbecil es el Roger Waters. El otro es un comisario comunista del régimen cubano que sabe exactamente lo que está haciendo.	0	1	N/A
1122307992475643904	Por favor dadle importancia a lo importante y en vez de romperos el culo con las votaciones de Billboard id mañana a votar para que este país no se convierta en un pedazo de mierda fascista	1	0	N/A
1122411273562599424	Que coño sabrás tú de la Educación en Euskadi, puto fascista	1	1	political
1122531219852484610	Que a la ligera usan la palabra fascista, lo que hace la ignorancia y no abrir un puto diccionario en la vida	0	0	N/A
1122559034568134661	What?  Ay no! Esa vieja maldita de la @Milena_Escalon si se pasa de mierda...porque no se muere digo yo...ya basta de tanto aguantar estas pendejadas de la vieja zorra esa..santa ana merece respeto y esa vieja puta merece ser linchada..despellejada viva..puta mae!	1	0	misoginy
1122588084879499264	en sima en el momento de cortar la torta mientras todos se sacaban fotos, yo estaba al lado de mi primo y el hdp me dice ANDA A SACARTE UNA FOTO, AH CIERTO QUE NO PODES PORQUE CON TU GORDURA VAS A OCUPAR TODA LA CÁMARA TANTO QUE SE VA A ROMPER, CASI ME LARGO A LLORAR AHÍ, LO ODIO	0	0	N/A
1122595578301558784	Que orgullosa estoy de ser Catalana. Joder, creo que somos un puto ejemplo para España... Y no lo digo por ser indepe, sino porque no damos casi lugar a la puta derecha fascista. #Elecciones2019	0	0	N/A
1122663944546603008	Estaba concentrada en Derecho hasta que mi perra se tiró un maldito pedo asqueroso y muy oloroso	0	0	N/A
1122666285471621120	La puta ansiedad me va a matar. Empiezan los últimos capítulos largos y de tortura 	0	0	N/A
1122937074179559424	jsjajajajajaja callate torta	0	A	N/A
1123024097343156224	el final es penoso. Aparece la chiquilla de la puta nada jajaj y se carga a un pavo q a priori es el mal hecho criatura...jajaj no lo hemos visto luchar y ya esta muerto! la trama q mas prometia y chau! penoso vaya. 3 ep. mas pa matar a Cersei y chau	0	0	N/A
1123030100805660677	Que menos se puede esperar de un fascista como este imbecil, brasileños tontos, ellos lo votaron	1	0	political
1123074540324773891	Como soy de los q tienen tv viejo, mi solución fue bajar las persianas y todo seguía negro. Pensé “igual está hecho para aquellos televisores con negros intensos” pero no; Fue decisión del puto directo de fotografía. #GoT pic.twitter.com/KPcdbEfTYF	0	0	N/A
1123079336062533632	Falsear la historia para justificar el reconocimiento de China al regimen criminal nacido del golpe de estado del 73, eso es lo mas rancio del nacionalismo chino. Un descaro.	0	0	N/A
1123120315461251072	Tengo francisco dependecia no puede ser que lo extrañe a este negro puto	0	0	N/A
1123206448320864256	Mamatelo una caravana de guevo maldito indio Chavista de mielda váyanse para Cuba malditas #OperacionLibertad	1	0	racism
1123208014796865538	Tas cagao indio de m.....se te va a acabar tu banco privado a costa de miles de vidas de venezolanos. Mejor callate y disfruta la caída del socialismo del siglo XXI mamarracho	1	A	N/A
1123224879820623875	A mamarse un guevo malditos chavistas de mierda. Ahora van a pagar todo el daño qie causaron malditos hijos de perra	1	0	political
1123227619074482176	Andais cagao mamaguevo vais a caer maldito ladron asesino	1	0	political
1123241227506323456	Por que no dejas el gobierno comunista de mierda .. viniste a mi país para intentar lo mismo pero somo democráticos los pyos.. sos un animal al dejar que muera gente por falta de energía eléctrica... tu fin te está tocando la puerta dictador corrupto y asesino..	1	0	political
1123244954158096384	No volveras al congreso chavista de mierda....	1	1	political
1123249717289324544	callate coño de madre bruja... espia por mandato del regimen. perra	1	0	political
1123253036489613313	Moyano compadre la reconcha de tu madre ministerio de la venganza negro sucio chorro hijo de puta.mandaste a quemar colectivos hay q quemarte la mansion vas a terminar peor q tu amigo maduro	1	1	racism
1123276918218997760	"Y entre tanto ramerio,\nya te apodamos\n""la ramera"". #Rolita"	0	1	N/A
1123282434370539521	Eres tremendo pajuo chavista de mierda	1	1	political
1123286488223973377	La derecha criminal y fascista de #Venezuela quiere llegar al poder con la fuerza, hablan de democracia, pero hacen todo lo contrario, pero #NoPasaran\n#PLOMO19\n#Nicaragua40Revolución	0	0	N/A
1123298994594226176	Típico título de una feminazi de la ciudad. No es violación, es sabido que los potros se divierten en las domas y las yeguas acceden a tener sexo con consentimiento.	0	0	N/A
1123302662110371840	si tango es literalmente comunista cada vez q hablamos de matar a Maduro llora sangre	1	0	political
1123323585752252416	No seas alcahuete, no involucres a todos los mexicanos. No eres interlocutor de nadie. Solo representas la infausta corrupción. No asumas posiciones que no te corresponden. Desquiciado fascista mandilón.	1	0	political
1123329387011743745	"Por qué no me habla esta puta feminazi?????"""	1	1	misoginy
1123344838966034433	Saben lo que es dejar todo e irse a Argentina para que venga un malbañado comunista de mierda de allá a golpearte y robarte el celular por defender a MADURO???????	1	0	N/A
1123358325633101834	No, pajuo no es ni un golpe de estado, ni un intento, es la búsqueda por la libertad de un pueblo que esta cansado de recibir mierda de un usurpador y narcotraficante comunista que tiene al país secuestrado! Tu das asco estúpido, ignorante!! ¡Ah y Maduro es un Dictador!	1	0	political
1123367530557579265	eres un chavista de mierda después te quejas de que te boicotean	1	0	political
1123374165392801792	Mañana tengo trabajo de mis dos trabajos, mi perra y dos gatos d amiga q cuidar; y adivinen quién se hizo el boludo y no se lleva a la nena esta noche???\nMi puto sentimiento d culpa no me permite quejarme; los tipos no sienten culpa nunca? Xq a la palabra responsabilidad, alergia	0	0	N/A
1123381365444096000	Maldito coñoetumade todo lo toman de burla todos luchando para una Venezuela libre y este hdp riendoce van a caer chavista HIJOS DE REMIL PUTAS....	1	1	N/A
1123414989715460096	Falso , mediocre, triste títere, cubano a la fuerza, incapaz inepto, infeliz, ladron, hampon, sin vergüenza , mitómano , vivaracho, lame botas de cuba,,,,, a ti muchas cosas  se te pueden decir	1	0	political
1123481064750632961	Falta de respeto es subirle los impuestos a un contribuyente que ya está asfixiado. El votante socialista es un idiota integral, un ignorante en economía y un ladrón de guante blanco.	1	0	political
1123546525307756546	Esa grosera la única garantía que da es que es seca para las Chuchadas, porque de trabajadora la comunista de mierda no tiene nada!!!	1	0	political
1123558009723133952	Pará hdp!! A vos te acompañaban a la puerta del liceo papá y mamá y esperaban a que entraras?? Con razón quedaste infértil, incogible, zurdo ciego, con severas secuelas cognitivas e incapacidad para desarrollar un razonamiento tan simple. Todo consumido! pic.twitter.com/hI1GVlhlkO	1	1	political
1123558108612255744	Otro estúpido que cree que el chavista es un eunuco e ignorante militante. Si fuese así, ya estuvieran en el poder sus arrastrados líderes, que solo ven el poder como oportunidad de arrodillarse a sus patrones del norte... https://twitter.com/EddChacon/status/1123556249411493888 …	1	A	political
1123567605363683328	Impotente y rabiosa, xenofoba e ignorante, mmmmmmmm... justo lo que me gusta de una mujer.	1	1	N/A
1123584450305019904	Cínico hijo de perra. Corrompiste y te serviste con la cuchara grande, cínico asqueroso	1	0	political
1123595400269766657	Callate pedazo de gordo comunista de mierda.	1	1	political
1123625516475588610	Eres un fascista de mierda!!!!!a tu puta cara te lo digo!!!!asco.maximo cerdos!!!! No pasareis nunca	1	0	political
1123632890758279169	En eso tienes razon maldito comunista . Por fin te quitas la careta de humanista . Claro que el que va para la candela corre el riesgo de quemarse . Pero el de la tanqueta no saldra nunca liso de ese crimen por seguir a cabrones como tu, maldito comunista	1	0	political
1123641165855764481	Que risa viejo careraja...gracias a Dios soy un trabajador que puedo andar con la frente en alto en las calle sin que me griten ladron corrupto o donde dejastes la.plata que robastes en el banco de talca.  Eres muy cara de payaso.	0	0	N/A
1123643698431123456	Dejala que siga hundiendose sola ha demostrado que es una feminazi mas	1	1	misoginy
1123651090476613633	Viejo hdp cabrón, comunista.	1	1	political
1123651722688253952	Verga verga veeeeerga infinita para ti mujer de mierda. — Si, por favor... mucha verga para mi. Siento que me estás dando la bendición  https://curiouscat.me/MissDiaRRea/post/864194189?t=1556734421 …	1	1	N/A
1123675043668611080	Weon CTM comunista mierda desaseado asqueroso fuera esta lacra de Jurgensen. Lleno de odio y resentimiento. Gracias a PINOCHET weon vo y tu mujer están en TV . HABLANDO weva. De lo contrario estarían botados en la calle comiéndose su mierda. Habre los ojos RCTM tóxico	1	0	political
1123708482836996096	Sorprende esa gente \nque no quiere creer que Mujica es un viejo de mierda...\n SI, es un viejo comunista de mierda!!!!	1	0	political
1123728225665015810	Mi mujer me quiere matar nuevamente pic.twitter.com/6s9OtsAMCe	0	0	N/A
1123738852215197696	Yo también le hubiera gritado PASITO si doblara mi photo card , es muy tierna!	0	0	N/A
1123738853121064960	No importa que una aventura no acabe.\n#suelepasar	0	0	N/A
1123738855755137030	me pongo a estudiar a esta hora y lo que leo me entra por un oído y me sale por el otro	0	0	N/A
1123738856296263686	se le habrá caído decis vos?	0	0	N/A
1123738856744943617	Morgan Freeman com 35 anos	0	0	N/A
1123738857189597188	Ya está a nada de comenzar!!!! \n\n#BBMAs @BTS_twt	0	0	N/A
1123738857340534787	Esperamos que la operación sea un éxito y este Coronel venezolano se recupere pronto y satisfactoriamente. #Cuba y #Venezuela estamos con usted, admirable Coronel. Fuerzas y que toda nuestra buena vibra lo acompañe en su recuperación.https://twitter.com/vladimirpadrino/status/1123707974487289856 …	0	0	N/A
1123738862201856004	Significa que estás muy sonsa y necesitas ayuda	0	0	N/A
1123738865020350464	¿Enfrentarlo? Te equivocas. Yo simplemente pasaré de largo. Él tendrá que ir tras de mí siguiendo mi rastro con aroma a Chanel.\n\nSummer.	0	0	N/A
1123738866693935104	Meteo Sarrià-BCN actual (02.05.2019-02:00:01)  http://www.meteosarria.com  http://bit.ly/mtclimaticsarria … #meteosarria #meteoclimatic	0	0	N/A
1123738867570487298	@CNCOmusic ¿Que quién te vuelve loca?	0	0	N/A
1123738867738259459	Nos gustaría que invitarán a  @ClaudioAlcaraz y su @BandaLaMundial a #ElMacroMobileSuper2019 @LaMejor_Merida	0	0	N/A
1123738870309425154	Siempreeee  #Chileste	0	0	N/A
1123745391638454273	que asentis vos idiota de mierda si te cagas en todas las personas lgbt	1	1	political
1123800641883779072	Lo perra que está Madison en esta foto dios te amo mujer pic.twitter.com/TBBVYdfqXr	0	0	N/A
1123821571464933376	Una feminazi más , lamentable	1	0	political
1123822200069525506	SOS un hijo de perra de la puta oligarquía y neoliberalismo hdp https://twitter.com/mauriciomacri/status/1123255774120226817 …	1	1	political
1123855191713943553	Qué miedo da el puto gobierno chino... https://twitter.com/wang_maya/status/1123701191425261569 …	0	0	N/A
1123902874919030786	"Le puse ""bro"" a un idiota en mercado libre y me trato de chorro por tener ese ""vocabulario"", como esta la gente eeeeeh"	0	0	N/A
1123924265278029826	Este puto pavo me parece guapo hasta mi, hijo puta...https://twitter.com/LiamHemsworth/status/1123914608794845184 …	0	0	N/A
1123930287044550659	Que más imbecil que la jauría de fachos pobres y putas de patrón que asumen que uno es bacheletista o comunista cuando le enrostra lo sinvergüenza y ladrones con son los secuaces de la derecha...	1	1	N/A
1123943979987415046	Musico y militante comunista... mas vago de mierda no se consigue...	1	1	political
1123952161912758285	Delincuente, payaso y sucio comunista	1	0	political
1123953178851016704	Silvina me grito hoy que yo me encapricho y copio cuando se me da la ganas. A vos que te importa vieja argolluda te di una hoja hace 3 semanas para que las corrijas y no las devolves,no se como querés que sepa donde me quede estupida te odio	0	0	N/A
1123977937160757248	¿Será posible que tenga que coger el puto palo selfie para hacerme una puta foto para el puto perfil de Linkedin porque mi puto cabezón no entra en ese circulito de mierda de la foto de perfil?	0	A	N/A
1124015330609725442	De bolas grandisimo hijo de puta, como no es tu mamá, ni tu mujer, ni tu obeso cuerpo los que llevan coñazo y balas dices estas pendejadas. Basura inservible. Comunista de mierda. https://twitter.com/stalin_gonzalez/status/1123657489415856128 …	1	0	political
1124022858051723264	me desperté de la siesta porque tenía tremendo calor, digo tendré fiebre, resulta que mi madre me clavo una frazada gruesa como la puta madre, dios mío mujer 	0	0	N/A
1124030851346567176	Si un “hombre” habla mal de otro para quedar bien con una mujer, ese no es hombre, es un puto. pic.twitter.com/ZXCNLs68Lc	1	1	homophobia
