text	HS
Ew wtf lol&#8220;@BreesInDaCut: Lmfaooooo RT @ChickenColeman: LMFAOOOOOOOOO bitches goin gay for this? https://t.co/KAqtVVQ6gg&#8221;	0
RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;	0
ill call you bitch for short as a last resort and my first resort	0
RT @Keepingupw_jr: I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !	0
&#8220;@ResiDimples: I heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; What?? http://t.co/OSjVJZJXCg	0
@ThatAssholeAlan bitch ass nigga, heres a new belt for you http://t.co/EfxQnxeewQ	0
Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed	1
"RT @Stoner_Xpress: If she doesn't know what ""dab"" means...Fuck that bitch http://t.co/RMAUTzjcpy"	0
RT @Therealalonig: $10,000 dinner dates with yo man bitch. #pow @karrueche http://t.co/LOP1LY4HvS	0
That'd been a ghetto little meal	0
Idgaf about you regardless bitch you got me all day.	0
That bitch.	0
Ibuki&#180;s shaved pussy fingered and fucked before her tight little rosebud of an ass is&#160;destroyed http://t.co/kPxRSZVD9K	0
' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .	0
&#8220;@candacevon: Niggas talk more then bitches these days &#128530;&#8221; #facts	0
RT @HandsomeAssDada: majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled &#8230;	0
I should gt a scurl on.deez hoes	0
@strawberrycoca ling ling krunkchip	0
Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP	0
you can never get a group of hoes together witout em resorting to being hoes....	0
Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw	0
&#8220;@trapwavey: Lol rt. @Cameron5833: If yo bitch don't read books or eat fruits... She a hoe.&#8221;&#128514;&#128514;&#128514;	0
The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn	0
Gucci mane on a bitch	0
If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E	0
RT @HumanX86: #2013Faves RT @DgDynasty @88TilEternity @HumanX86 @LakeshoreJohnny I ain&#8217;t tryna see @VertrellCarter nigger legs in a bikini &#128562;	0
RT @TheVineNation: when you in a public place and ya side hoes come outta no where &#128557; https://t.co/1XV2fYehze	0
RT @LoveMe_AshMarie: I wish it was appropriate to go around slapping bitches when they say stupid shit	0
I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?	0
Pass them sticks bitch!!!!!!!	0
leaving no hope for these hoes.	0
@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!	0
Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes	0
RT @keithscho: Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.	0
Don't be fooled I kickit with niggas and bitches older then you so . . .	0
These bitches so redundant	0
"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live."	1
@GuTsSidious Yeah, so quit being a bitch and edit.	0
I am hungrier den a bitch	0
"Trash.. see how i capitalized the ""T"" in Trash.. RT @misskai__: Wtf is this Oreo song by r Kelly ? &#128514; tf"	0
@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass	0
"You a hoe if you ever ""fstow"" after midnight"	0
RT @KINGSHA_MUGGA: My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die	0
@SoftestMuffin @TorahBlaze @_tee13 billy goat hillbillies you sucking &amp; fucking. You disgraceful brazzen faced unabashed pig	0
"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza3"	0
RT @TAXSTONE: These bitches self esteem built off likes and their principles built off Instagram memes	0
@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz	1
@_icantmiss send that hoe &#128514;&#128514;	0
@kieffer_jason @NathannDevlin @zach_smith98 No am just letting you what's going to happen, am not like u pussy ass niggas from Plano	0
RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!	0
Y u a bitch doe?	0
@jokersupdates please no more like that SNOB elissa. rich bitches suck!	0
Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2	0
stupid cunts	0
@PenguinGraham Yup, he did, like a straight bitch	0
Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard	0
Niggas will call a female a hoe or thot then 10 mins later go to http://t.co/TXw4uJ7FAZ and thirst over a porn star	0
@ohVixen @iBaneXx You gotta respect a bitch before she let's you put your entire arm in her vagina.	0
S/o to my old hoes..S/o to my new hoes!!!	0
like. animal crackers are legit the best snack	0
RT @TomArnold: Boy went trick or treating at Charlie Sheen's. Dada not jealous cause all Charlie gave out was really good candy and by cand&#8230;	0
"RT @ChadRuhlig: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!"	0
thot hoe	0
What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies	0
RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....	0
Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh	1
@goodgraces_ ok faggot http://t.co/zdGtE9GvzX	0
RT @BudaHefner74: Roll up let's get high let's get high bitch	0
RT @SassiSissy: This assholes mother should have shoved a coat hanger up her pussy &amp; gouged him to death when he was a harmless fetus http:&#8230;	0
@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.	0
"""Let's do nips ahoy and spank me maybe"""	0
RT @ckillaTRIPPY: Im a knock the pussy out like fight night	0
RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv	0
@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.	0
RT @_DalvinA: &#8220;@Can_iGet_8: I can't stand no messy hoe&#8221;1&#8419;0&#8419;0&#8419;0&#8419; true story	0
"RT @TayWest: When hoes call other hoes ""hoes"" http://t.co/39yoPnqqau"	0
"@StPaul_Brandon 
She colored not Lebanese"	0
&#8220;@Sam_James3: @khalilreed @aknadnrye don't get on bro http://t.co/qjJvynwQiO&#8221; when bae textin another nigger	0
"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa"	0
"RT @RaiAllure: ""yo bitch chose me you aint a pimp you a FAIRY."" #ripPimpC"	0
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck	1
"RT @Salaayah: ""I let ma chain hang low...""
""Two chains...""
""Gold all in ma chain...""
""I keep a chain ana hoe...""
""Niggas staring at ma chai&#8230;"	0
People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	1
If a bitch bit my dick, I'd probably beat the shit out of her.	0
RT @WillyWelfare: Its so damn hot in this bitch	0
"RT @alightskinnigga: When a girl bring up my ""hoes"" when I'm trying to get to know her.. http://t.co/yNBWcmgeb4"	0
RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;	0
@AaronKeplin shut up bitch	0
RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw	0
"RT @ThePartyCodes: If my jokes offend you: 

1. I'm sorry 
2. It won't happen again 
3. 1 &amp; 2 are lies 
4. You're a pussy"	0
&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(	0
@_BeautifulKeezy bitch Wea you going.	0
RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer	0
Niggaz been making trash lately. Well not everybody but some lol	0
I love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay	0
@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.	1
I hopes dis don't come as a severe shock to use but I'm colored	0
Space brownies &#128125;	0
@_chrisbrownn14 fuck bitches get money	0
"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis ,Tn. And not a troll"	0
I'd hit a Kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is. Nobody to me anyway lol	0
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.	0
RT @sadiiex_: @Vnxthny I am taking you serious.... Kik me back nigger	0
@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke	1
@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush poor 5SOS has annoying ass cunts as fans. They don't care about you at all you know.	0
You little stupid ass bitch I ain't fuckin witchu.	0
RT @karlos_budah: I kno this bitch a thot she wanna meet my momma now	0
It's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz	0
@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol	0
Give a bitch 2 or 3 pumps &amp; that's it.	0
"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"	0
"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;"	0
See you on the #tron side bitches.........	0
Bruised ankle is a bitch	0
Mitt Romney Gone take away weave if he become President, hoes gone be walkin around looking like Lil Bill &amp; Calliou...	0
Only bitches talk shit	0
Thas my bitch too	0
some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy	0
&#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em	0
@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card	0
Subtweettweettweettweet cuz skinny niggah but my dick long	0
#vegas #bitch http://t.co/wbAqQ5vFpd	0
That stupid bitch karma best pay up	0
"She like ""bitch you know I got next, yasss"" http://t.co/5XVpWWFrub"	0
RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?	0
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!	0
This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH	0
How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh	0
RT @prettykells: &#8220;@Leelucas_: @100046729 @prettykells lol bitch run ya bands up.. You know I'm dumb&#8221;I hate a broke bitch..... I hate em	0
RT @FIawless_Beauty: RT if you pledge allegiance to the pussy	0
"RT @moneychaserr_: ""@vintage_monroe_: &#8220;@PussyBeezus_: Kim always being nasty. 
Pussy hungry bitch &#128514;&#8221;look at me never hungry http://t.co/zRN&#8230;"	0
@sramirez07943 That's you faggot you eat shit for fun &#128514;&#128514;	0
Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine	0
@YeIIowbang I hate that faggot he so corny	1
RT @datniggaT_RAW: top notch bitch hair down to her ass	0
RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe	0
RT @UFGatorFamily: Incase any hillbillies try to roast... &#128010;&#128010; http://t.co/LJ168KTccp	0
Lmfaooooooooo bro RT @BrandNewAndrew: Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you	0
I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;	0
Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.	0
WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$	0
RT @TrayPizzy: Not into dressin' to impress these bitches or niggas...	0
Happy birthday little bitch boy @Digo13Nieto &#128522;&#127881;&#127882;	0
@sowhatsides I am funny bitch	0
I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch.	0
#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1	0
RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday	1
@LimitlessMudi @YoDeddyUgly Y'all both trash	0
If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry	0
"&#8220;@alexvelazquez49: Jordyn stays making fun of how I eat like a little bitch"""	0
Yo pussy ain't shit unless you had some jake from state farm in it	0
"Zhou Mi was just layin on his bed and SM just busted into his room and was like ""You gettin a song bitch"""	0
"@Taste_My_Lips57 she like ""imma stop talking to you because you vibing in them headphones"".Talk to me and come get this pussy in other words"	0
it's amazing what hood bitches wear I they body and in they head	0
the niggas on twitter like I eat pussy and yada yada is the niggas with STI's and shit	0
"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol"	0
"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D"	0
I ordered 8 chocolate chip cookies &amp; this bitch gave me fries smh , I couldn't even take the shit back because I was gon be late for work	0
RT @_BucketsMcnasty: If u can steal her she's a hoe	0
"RT @Ratchet2English: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;"	0
@derek_gatewood I got a kenwood amp to but it's probably ghetto, right?	0
Catch up with the Lingo itty bitty bitch	0
Niggas see you wit da yellow dey wanna hit you up &#128530;	0
@OttawaPolitico Where does that fucking muzzie edict come from? Feds or Prov govt's?	0
If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material	0
RT @TheRealMFast: Niggas cheat on the most loyal most beautiful women with fucking trash	0
RT @PRAYINGFORHEAD: ya pussy stank @_ANGELSAMUELS http://t.co/i9tXjSDOZZ	0
RT @MLPerkinsJr: Overtime bitches.	0
Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid	1
@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga	0
Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;	0
RT @iamTHATprettyMF: Yall bitches don't know how to be friends &#128514;&#128514; https://t.co/PiK5Sse3kA	0
@LeighKillian Nice pussy.	0
Give us our credit bitch.. We went out there &amp; took that W. http://t.co/m5V4XKG7BY	0
My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!	0
@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.	0
Or get swept in MoTown LOL #Yankees #Tigers #MLB	0
RT @RTNBA: 0 Love for these hoes http://t.co/nFxNhHw0dJ	0
Should I take a nap though too kill a mocking bird or nah?	0
@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy	0
Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4	0
@Cee_Murda94 no it's yellow fin. It's in edgewater	0
Bad bitch selling molly I might take one	0
RT @iKayKing: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..&#8230;	0
How do ask a broad to JUST eat her pussy?	0
@HuffingtonPost the little cunt can just die for all I care!	0
RT @the_ironsheik: Justin Bieber win Oscar for suck my balls you dead dog midget dick son of a bitch	0
RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.	0
RT @sangelina_xo: what's with guys and fat bitches I will clearly never understand	0
RT @northphilliest: &#128514;&#128514;&#128514; RT @curbyourhoe: AO got bitches at home scrolling IG like ... http://t.co/MMaeo2gwES	0
@NotoriousBM95 @Buckm00se fucking stupid crackers	0
RT @BubbaFishh: @Huntermoore @claire_mac this cunt is still talking!? Holy fuck, can you just get breast cancer already	0
RT @Z_MEGA: @Im_Yung_Jay grab me some bitches while u up there lmao oh and a belt ( fendi )	0
RT @ShabbaCranks: Running a train is fucking a bitch, you finish. Then somebody else come in and fuck the bitch. That's a gangbang speak of&#8230;	0
RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;	0
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great	0
RT @Hinojosa214: Bitch fucking fuck Brandeis. Go O' Connor. Fuck O' Connor. Fuck Brandeis. Just kidding, h-town helotes flexes, bitch. &#128514;&#128514;&#128514; &#8230;	0
@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;	0
"RT @iadorewomen_: #IfWeDate 
Get rid of Your Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

Get rid of Your hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't Need No interference
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;"	0
Going to get my ID today fucking finally I'll see you retards soon	0
Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet	0
Congrats on being a cunt, and doing your make up worse than a 12 year old. Ugly bitch	0
@thereal_EMandM texans d/st won't play the redskins again this year...	0
@iH8TvvitterHoes @breezyfrmdablok tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot	0
Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.	0
@xJaai they act like they earned the subs curse has haha bitch you wasn't in #Disfigure	0
Good Mernin faggots http://t.co/3ZPTPqFkTl	1
Run out with the baldhead bitch thing....	0
You bitches are crazy	0
RT @slbgng_eddie: @white_thunduh bitch spoil me	0
RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot	1
"RT @tic14tac: Guys be like ""Man, fuck that bitch!"" &#128563; But deep inside, they miss that ""bitch"", still love that ""bitch"", &amp; want that ""bitch"" &#8230;"	0
You can't play me for a fool my niggah	0
RT @490xl: why get attached to people when you can jump in a trash can and feel the same way	0
RT @anibeeezy: all these damn bitches on my phone line	0
Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy	1
Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;	0
They updated Wukong's new splash so it doesn't look so fucking retarded	0
Thats why I aint cuffing until Im grown af RT @JimmySolberg3: These hoes ain't loyal	0
RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8	0
"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l"	0
@CarelessOne92 weeknd dont save hoes b, idunno bout Drake	0
Ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor	0
@Zhugstubble eat bitch	0
Hahaha I'm fucking weak! RT @ImDaddyTho_: He used to abuse this pussy ...... Lmfao	0
RT @MoneyHG: I love pussy	0
@kieffer_jason bitch u describe both of those terms	0
She actin like a hoe i dont want her, id rather just smoke my marijuana	0
Pussy nicca we ain't friends you ain't gotta @ me -- @Icewear_Vezzo voice!	0
@BaconParadox for two year old Oreos?-_-	0
Gotta missed call from yoooo bitch	0
happy birthday to the funniest bitch I know @RealerThanPlies &#128536;&#128536;&#128536;	0
no paper hoe, but you can have some more of me	0
When you know for a fact you got a woman who loves you other bitches don't even matter.	0
Y'all be giving the pooest bitches so much hype, stop it.	0
We know you fat hoes are not big boned your jus fat af !	0
I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.	0
"It's summer bitches 
&#128139;&#127802;&#127774;&#128132;&#128142; http://t.co/JxqonTfiUq"	0
@EricWithAHotDad faggot	0
She say she can do that same thing as 5 bitches ,	0
RT @fukkitsbrittney: @AustinBedsaul is so wise yet so young. Thank you for listening to me bitch &#10084;&#65039;	0
"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"	1
Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb	0
@HeilSidious Ass Oreos and his name is Thad Castle.	0
RT @NorrisDaGod: I have no hoes &#128581;	0
RT @davidcomanhidy: It is well known that @centerplate supports cruelty to birds. #saveanimals-sign this petition: http://t.co/t07KZ5myEv h&#8230;	0
"RT @russnelligan: .@KarynPolito declares victory by introducing ""our next governor, Charlie Baker"" @CharlieForGov #wcvb http://t.co/HYkWrVD&#8230;"	0
RT @Comp10Tx: Lowkey called that faggot a faggot.	1
So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.	0
@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call	0
RT @b0ss561: Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit	0
"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""	0
"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"""	0
"Dee Gordon getting to ""he can fuck my bitch"" status with all these SBs"	0
RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;	0
WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx	0
@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase	1
I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;	0
"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T"	1
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout"	0
@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded	1
If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch	0
Ugly bitches stay subbing	0
RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;	0
Naked bitches give me bubble baths	0
@TRUESMOKERYFB im coolin you know me same ole shit different day my nig	0
Fake niccas ain't far dog they right in ya face!	0
I say fuck them other niggas bitch im all you need &#128074;	0
@xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?	0
"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""	0
These bitches boringgggg	0
@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy	0
RT @heyitskitten: I'm honestly surprised some of u guys have ever seen a pussy	0
"RT @SweetiePaii: RT if you listen to these bands &#128522;

A7X
PTV
SWS
ATL
BVB
ADTR
BMTH
YMAS
FOB
AA
Blink 182
TDG
SS
FIR
MCR

Follow me &amp; everyon&#8230;"	0
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn"	0
Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F	0
Don't you hate when someone you care about is dating a hoe but they won't listen to you?	0
@DizzyBala man both them get around a lot, bunch of hoes.	0
&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;	0
Y'all dumb bitches out here FUCKING UP	0
Check his hoe for I check her &#128175;&#128129;&#128581;&#128079;	0
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol"	0
RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP	1
&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener	0
The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!	0
That's most niggas RT @TheVoiceOfMiami: Fucking with the wrong bitches got me cold as ice...	0
Yall bitches be liking yall asses ate lmfao	0
@wodaeeex3 @keonamoore nun of ya bidness bitch	0
&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga	0
RT @NeskorikKenneth: Since you couldn't keep my dick outa your mouth at least keep my name out of it. Y'all some hoes for real.	0
Face only yo bitch could love http://t.co/OckXAYthAK	0
@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image	0
Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it	0
&#8220;@Bre_ah_na: @what_evaittakes it's too early, don't annoy me&#8221;&#128563; don't come back from ya fun filled weekend and give me attitude hoe	0
"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit."	0
RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga	0
If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.	0
Today's Spy Ops : ( Sexy smooth soles. They would feel good on shaft and balls. Love the grass stains On the other ) http://t.co/J0kceJQd0j	0
@MissCleoBB @RachelEReilly @brendonvbb12 it sucks rachels sister is such a snobby bitch n rach is so nice!!!!!cant stand elissa, so snutty	0
RT @papo_fonseca: Niqqas talk more then bitches these days.	0
I got my eyes on this red bone	0
This lil Thot bitch really tried to run game on me	0
RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;	0
"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;"	0
RT @phatsyeo215: these bitches ain't real. &#128514;	0
My problem is caring about bitches &amp; noggas	0
"RT @Steamed_Greens: ""@JuanNdaCut: This bitch wanna be Roger from American Dad so bad http://t.co/KXhA1ZtYMs"""	0
RT @A1rWick: Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch.	0
bitch don't run to the neighbor he's dead too	0
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;	0
First game first play. DAT can fuck my bitch	0
"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf"	0
RT @inkMEhoe: Craziest bitches got the best pussy.....	0
@HarrysBoyLouis @CurveMe I was laughing at a joke about 9/11 big different bitch.	0
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers	0
I just getting started oh ya we got it bitch.	0
You poor soul RT @VICD713ENT: Cuz fat bitches the only thing that I like	0
"RT @yNeverEleven: @VernNotice ""you don't want to play cs:go you're a bitch!"" ""no I won't play fucking league of legends that game is shit I&#8230;"	0
@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;	0
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"""	0
"RT @TheeGreekGod: Girl: I know you got hoes 

Me: http://t.co/qNa9ogveWW"	0
RT @BootyGangCult: These hoes out of control https://t.co/TynErthixK	0
How you rap but can't getcho bitch to RT ya music? Put the Mic down bro.	0
After 27 weeks straight of that nigga being you MCM we get it bitch y'all fucking &#128514;&#128514;&#128514;&#128514;	0
RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;	0
